date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:32:48	206432/206432	---MCZ	200	added ('OK')	text/html	etag:W/%2231458-ITSMHPMvNdzhNIMzXlQhzJ9sxGA%22	https://trome.pe/espectaculos/melissa-paredes-y-rodrigo-cuba-samu-sobre-cumpleanos-de-su-hija-que-incomodo-no-me-imagino-esos-abrazos-y-saludos-instarandula-farandula-noticia/	C:/My%20Web%20Sites/Trome%20dup/trome.pe/espectaculos/melissa-paredes-y-rodrigo-cuba-samu-sobre-cumpleanos-de-su-hija-que-incomodo-no-me-imagino-esos-abrazos-y-saludos-instarandula-farandula-noticia/index.html	(from https://trome.pe/noticias/rodrigo-cuba/)
20:32:48	8223/8223	---M--	200	added ('OK')	image/jpeg	etag:%223523e1b6a0a59a98daae10089bfd53b5c7e83e16%22	https://trome.pe/resizer/TXk2y6IK3u9iF4m9gojObzqdA5w=/234x161/smart/filters:format(jpeg):quality(75)/cloudfront-us-east-1.images.arcpublishing.com/elcomercio/WB44YK3EONEJRNARJDSJHX4ZP4.jpg	C:/My%20Web%20Sites/Trome%20dup/trome.pe/resizer/TXk2y6IK3u9iF4m9gojObzqdA5w=/234x161/smart/filters_format(jpeg)_quality(75)/cloudfront-us-east-1.images.arcpublishing.com/elcomercio/WB44YK3EONEJRNARJDSJHX4ZP4.jpg	(from https://trome.pe/noticias/shakira/)
20:32:48	3189/3189	---M--	200	added ('OK')	image/jpeg	etag:%225e5ba9a5ffa76cea59d8b54090a186205e026a2b%22	https://trome.pe/resizer/45NhfEoTlfpnYWL9E2RzO_LBeMI=/118x72/smart/filters:format(jpeg):quality(75)/cloudfront-us-east-1.images.arcpublishing.com/elcomercio/ATXBMR6AM5CGVD4IOQMI4CLGGY.jpg	C:/My%20Web%20Sites/Trome%20dup/trome.pe/resizer/45NhfEoTlfpnYWL9E2RzO_LBeMI=/118x72/smart/filters_format(jpeg)_quality(75)/cloudfront-us-east-1.images.arcpublishing.com/elcomercio/ATXBMR6AM5CGVD4IOQMI4CLGGY.jpg	(from https://trome.pe/noticias/shakira/)
20:32:49	7947/7947	---M--	200	added ('OK')	image/jpeg	etag:%2232248cd27106afff58e4f1f72f7f9b0b147f17bf%22	https://trome.pe/resizer/5cINg99L7zl3Ejg6rG2G518y-cQ=/234x161/smart/filters:format(jpeg):quality(75)/cloudfront-us-east-1.images.arcpublishing.com/elcomercio/ATXBMR6AM5CGVD4IOQMI4CLGGY.jpg	C:/My%20Web%20Sites/Trome%20dup/trome.pe/resizer/5cINg99L7zl3Ejg6rG2G518y-cQ=/234x161/smart/filters_format(jpeg)_quality(75)/cloudfront-us-east-1.images.arcpublishing.com/elcomercio/ATXBMR6AM5CGVD4IOQMI4CLGGY.jpg	(from https://trome.pe/noticias/shakira/)
20:32:49	208799/208799	---MCZ	200	added ('OK')	text/html	etag:W/%2231d96-blLNSuErkYw8IMD5OPEkhBUhLDY%22	https://trome.pe/espectaculos/melissa-paredes-ale-venturo-le-da-like-y-samuel-suarez-se-burla-la-familia-madrigal-se-viene-la-cena-navidena-y-quiza-hasta-compartan-casa-de-playa-instarandula-farandula-noticia/	C:/My%20Web%20Sites/Trome%20dup/trome.pe/espectaculos/melissa-paredes-ale-venturo-le-da-like-y-samuel/index.html	(from https://trome.pe/noticias/rodrigo-cuba/)
20:32:50	183354/183354	---M-Z	200	added ('OK')	text/html	etag:W/%222ba32-wod83dejb55o7TntlIZx+EpUiEU%22	https://trome.pe/noticias/rodrigo-cuba/3/	C:/My%20Web%20Sites/Trome%20dup/trome.pe/noticias/rodrigo-cuba/3/index.html	(from https://trome.pe/noticias/rodrigo-cuba/)
20:32:50	2386/2386	---M--	200	added ('OK')	image/jpeg	etag:%2262572a370f03c7220dc22bddb5086a8479ee4629%22	https://trome.pe/resizer/YcTfQFb9w0th-IM36RgKizlPtfs=/118x72/smart/filters:format(jpeg):quality(75)/cloudfront-us-east-1.images.arcpublishing.com/elcomercio/QRQUNN7UQJB3XFOLZJOJDESIOA.jpg	C:/My%20Web%20Sites/Trome%20dup/trome.pe/resizer/YcTfQFb9w0th-IM36RgKizlPtfs=/118x72/smart/filters_format(jpeg)_quality(75)/cloudfront-us-east-1.images.arcpublishing.com/elcomercio/QRQUNN7UQJB3XFOLZJOJDESIOA.jpg	(from https://trome.pe/noticias/shakira/)
20:32:50	183360/183360	---M-Z	200	added ('OK')	text/html	etag:W/%222ba38-1pipgt4NVkgpeWIy9KpiV4vNESU%22	https://trome.pe/noticias/rodrigo-cuba/21/	C:/My%20Web%20Sites/Trome%20dup/trome.pe/noticias/rodrigo-cuba/21/index.html	(from https://trome.pe/noticias/rodrigo-cuba/)
20:32:51	7181/7181	---M--	200	added ('OK')	image/jpeg	etag:%223d0fc4b30190b6cb858b64ffba5e8d5ec229a138%22	https://trome.pe/resizer/cdVavRKc3Z9qfmERfWyeY9g2MN4=/234x161/smart/filters:format(jpeg):quality(75)/cloudfront-us-east-1.images.arcpublishing.com/elcomercio/QRQUNN7UQJB3XFOLZJOJDESIOA.jpg	C:/My%20Web%20Sites/Trome%20dup/trome.pe/resizer/cdVavRKc3Z9qfmERfWyeY9g2MN4=/234x161/smart/filters_format(jpeg)_quality(75)/cloudfront-us-east-1.images.arcpublishing.com/elcomercio/QRQUNN7UQJB3XFOLZJOJDESIOA.jpg	(from https://trome.pe/noticias/shakira/)
20:32:51	581278/581278	---MCZ	200	added ('OK')	text/html	etag:W/%228cc95-yVQ3wEipWYGdSWBxLh5E1UxmbY8%22	https://trome.pe/archivo/	C:/My%20Web%20Sites/Trome%20dup/trome.pe/archivo/index.html	(from https://trome.pe/noticias/rodrigo-cuba/)
20:32:51	3280/3280	---M--	200	added ('OK')	image/jpeg	etag:%221d5fc70df6a477364e27f19091935964b8efd0bd%22	https://trome.pe/resizer/AOJA0Jnzsmg4TFhaTBAKferB56U=/118x72/smart/filters:format(jpeg):quality(75)/cloudfront-us-east-1.images.arcpublishing.com/elcomercio/NSYYRKMAWFFUJLIWVEPCOKG34M.jpg	C:/My%20Web%20Sites/Trome%20dup/trome.pe/resizer/AOJA0Jnzsmg4TFhaTBAKferB56U=/118x72/smart/filters_format(jpeg)_quality(75)/cloudfront-us-east-1.images.arcpublishing.com/elcomercio/NSYYRKMAWFFUJLIWVEPCOKG34M.jpg	(from https://trome.pe/noticias/shakira/)
20:32:52	203625/203625	---MCZ	200	added ('OK')	text/html	etag:W/%223095f-a2eeWQ7zuHtfKGt7G0YjznOsueg%22	https://trome.pe/espectaculos/ale-venturo-se-deja-ver-en-el-cumpleanos-de-la-hija-de-melissa-paredes-y-el-gato-rodrigo-cuba-anthony-aranda-el-activador-video-farandula-noticia/	C:/My%20Web%20Sites/Trome%20dup/trome.pe/espectaculos/ale-venturo-se-deja-ver-en-el-cumpleanos-de-la-hija-de-melissa-paredes-y-el-gato-rodrigo-cuba-anthony-aranda-el-activador-video-farandula-noticia/index.html	(from https://trome.pe/noticias/rodrigo-cuba/)
20:32:52	209070/209070	---MCZ	200	added ('OK')	text/html	etag:W/%2231ea4-MKDGlyZS483T5t3rkvJpKn/Jydk%22	https://trome.pe/espectaculos/rodrigo-cuba-su-hermano-se-muestra-feliz-en-tremenda-fiesta-de-cumpleanos-de-su-sobrina-arreglo-sus-diferencias-con-melissa-paredes-instagram-farandula-noticia/	C:/My%20Web%20Sites/Trome%20dup/trome.pe/espectaculos/rodrigo-cuba-su-hermano-se-muestra-feliz-en-tremenda-fiesta-de-cumpleanos-de-su-sobrina-arreglo-sus-diferencias-con-melissa-paredes-instagram-farandula-noticia/index.html	(from https://trome.pe/noticias/rodrigo-cuba/)
